"","mzmed","rtmed","FC","logFC","p.val.adj.DISEASE.CTR","threshold","FC.1","logFC.1","p.val.adj.TREATMENT.DISEASE","threshold.1","FC.combi","CTR","DISEASE","TREATMENT"
"M461T313",461.037486773529,313.083,-7.95776775992938,-2.99236379592946,0.999999999953486,"FALSE",88.252681958499,6.46356821677751,4.7539224776919e-06,"TRUE",702.294347216644,469.291350228446,58.9727376302083,5204.50225830078
"M644T539",644.37001928313,538.9405,-8.70064074914781,-3.12112165056812,0.999999999953486,"FALSE",80.1765530705219,6.32510848973999,0.000933084845452514,"TRUE",697.587384771595,3736.25233459473,429.422664642334,34429.629061381
"M330T400_2",329.690254142266,400.1485,-8.07184593906424,-3.01289863912848,0.999999999953486,"FALSE",84.972523746416,6.40892450951463,3.36627003891837e-06,"TRUE",685.885120734547,8647.69501168387,1071.34044392904,91034.5013122559
"M402T415_1",401.76508398828,415.138,-8.54891766350623,-3.09574177902383,0.999999999953486,"FALSE",79.7780353609094,6.31791969048625,6.56722921861829e-06,"TRUE",682.015855656703,143712.013811384,16810.5506998698,1341112.70817057
"M556T519",556.297389700649,518.886,-9.39949234799218,-3.23258284117205,0.999999999953486,"FALSE",72.2370325078737,6.17466672311437,0.000992213002447374,"TRUE",678.991434299421,4363.43452453613,464.220232645671,33533.892036438
"M547T387_3",547.333434906891,387.462,-8.11545535457067,-3.0206720460179,0.999999999953486,"FALSE",83.5133063454317,6.38393417833198,1.23310267523937e-05,"TRUE",677.748509158935,101990.254394531,12567.4099527995,1049545.95735677
"M297T394_1",296.685816258566,394.211,-7.96297885273193,-2.99330822626244,0.999999999953486,"FALSE",84.3889326639827,6.39898190142955,7.31180577691535e-06,"TRUE",671.987286207913,11881.8404192243,1492.13512166341,125919.690307617
"M305T394_1",304.697310766492,394.212,-8.25477781418609,-3.04522938404395,0.999999999953486,"FALSE",81.1433464635,6.34240089739136,3.56513075262521e-06,"TRUE",669.820296155715,18301.5367780413,2217.08411661784,179901.624613444
"M382T410_2",382.228779185548,410.3505,-8.32987435219506,-3.05829473414638,0.999999999953486,"FALSE",79.7256279676176,6.31697165095474,7.72486642908976e-06,"TRUE",664.104463620103,24307.7359357561,2918.13956705729,232650.509480794
"M509T488",509.331210663794,488.412,-8.69981034079613,-3.12098394999868,0.999999999953486,"FALSE",75.8483594946854,6.24504607200467,9.10531946354237e-06,"TRUE",659.866342264286,12135.488294329,1394.91412099202,105801.947713216
"M497T494",497.295006880663,494.198,-9.22143453457667,-3.20499120129809,0.999999999953486,"FALSE",71.4159318263408,6.15817404873396,0.00271366661089512,"TRUE",658.557340062392,6149.57562691825,666.878412882487,47625.743270874
"M401T415",401.263314037775,415.13,-8.41681765917644,-3.07327486332067,0.999999999953486,"FALSE",78.1690990864195,6.28852650542298,5.09929973353301e-06,"TRUE",657.935053592489,369775.11593192,43932.8889973958,3434194.3531901
"M737T530",737.357305356849,529.541,-8.89670293332701,-3.15327078068292,0.999999999953486,"FALSE",73.3764898150326,6.19724598547038,0.000670595701679144,"TRUE",652.808832174641,739.785773141043,83.1528015136719,6101.46069335938
"M643T412",643.334410241466,412.3935,-4.76257723720965,-2.25174248973683,0.999999999953486,"FALSE",136.73598519453,7.09524916080721,0.00607482532315227,"TRUE",651.215690594906,6324.2176121303,1327.89817301432,181571.46492513
"M327T547",327.10598432823,546.92,-11.332522180437,-3.50239707981082,0.999999999953486,"FALSE",56.486723322022,5.81983991023271,0.0094388752236376,"TRUE",640.137044947024,10052.176927839,887.020273844401,50104.8687896729
"M751T392_1",750.672707679965,392.173,14.506375149964,3.85861515898559,0.00179650630606871,"TRUE",-44.1077576236135,-5.4629605125942,0.000128061961434532,"TRUE",639.843679111824,1609.61826215472,23349.7263590495,529.379130045573
"M377T461",377.260833156524,461.066,-10.5446056451446,-3.39843323606612,0.999999999953486,"FALSE",60.4682746634346,5.91810651015899,0.00229276611466268,"TRUE",637.614110368209,153910.219029018,14596.1095377604,882601.560546875
"M296T394",296.184335820287,394.205,-7.88021110404173,-2.97823427875204,0.999999999953486,"FALSE",80.9091863735396,6.33823160944799,9.40867121311683e-06,"TRUE",637.581468879748,43202.190586635,5482.36462402344,443573.661132812
"M384T415",384.23697750958,415.153,-8.10429286085393,-3.01868630904373,0.999999999953486,"FALSE",78.2552430540095,6.29011550986702,1.3924533841399e-05,"TRUE",634.203407606999,40075.0492117746,4944.91621907552,386965.620605469
"M358T406_2",358.240218917057,405.634,-8.33464351240497,-3.05912049388666,0.999999999953486,"FALSE",75.9671663387543,6.2473041029776,3.25342681666103e-06,"TRUE",633.159250081087,36215.5738002232,4345.18569946289,330091.444803874
"M404T415_1",403.741073831098,415.119,-8.29363272260555,-3.05200415997502,0.999999999953486,"FALSE",76.1346359323984,6.25048102325435,1.30584805007698e-05,"TRUE",631.4327078926,52847.0719168527,6372.00533040365,485130.305989583
"M751T392_2",751.006970142979,392.179,13.0417924596675,3.70507026161567,0.00279936700660318,"TRUE",-48.2873106312448,-5.5935722095263,0.000193765514130439,"TRUE",629.75308368819,1454.39345877511,18967.897644043,392.813296000163
"M507T539",507.297710007126,538.941,-8.65044388340604,-3.1127741641896,0.999999999953486,"FALSE",72.4718888768129,6.17934959149645,9.99794840704815e-05,"TRUE",626.914007853309,4152.34466334752,480.015213012695,34787.6091766357
"M295T794",295.225727664165,793.8135,14.0270601908101,3.81014077365619,0.021113086947494,"TRUE",-44.1401028213173,-5.46401808516714,0.00218812135748949,"TRUE",619.155879103164,41092.6374162946,576408.8984375,13058.6215616862
"M826T479",825.525435113651,478.674,-9.08486223093914,-3.18346463661152,0.999999999953486,"FALSE",67.5959251474729,6.07886437472732,2.63193892175612e-05,"TRUE",614.099667337666,3277.4495577131,360.75941212972,24385.8662185669
"M373T410_2",373.214717940205,410.395,-7.98161369884651,-2.99668045571652,0.999999999953486,"FALSE",76.6886991833464,6.26094209330223,1.74120166869773e-05,"TRUE",612.099571948517,13332.5728890555,1670.41069539388,128101.623331706
"M510T489",509.832959518783,488.756,-8.3961203927275,-3.06972285371268,0.999999999953486,"FALSE",72.5161816160913,6.18023105597936,6.81064888652383e-06,"TRUE",608.854591269596,6226.20310320173,741.557149251302,53774.8929138184
"M786T415",786.496659423155,415.098,-7.56987336574135,-2.92026916597784,0.999999999953486,"FALSE",80.1885138901652,6.32532369639994,2.00705099785752e-05,"TRUE",607.016895535542,5006.84202575684,661.416880289714,53038.0366923014
"M361T473_1",360.727472787017,472.585,-9.19080034654562,-3.20019049869782,0.999999999953486,"FALSE",65.3947075951913,6.03110197778002,2.2570228991121e-05,"TRUE",601.029701228134,3862.51983642578,420.259356180827,27482.7377115885
"M391T475_1",390.752457121518,475.405,-8.41455766898959,-3.0728874348912,0.999999999953486,"FALSE",70.4605770295175,6.13874438456859,9.51331229652364e-06,"TRUE",592.894588805158,32114.5972595215,3816.55204264323,268916.459187826
"M536T618",536.335349508926,617.9045,8.78712753659254,3.13539163340291,1.52845117296537e-05,"TRUE",-67.4091383728063,-6.07487227963941,7.65000348137979e-07,"TRUE",592.332696013663,28466.5364074707,250139.0859375,3710.75928243001
"M385T415_1",384.738447075652,415.122,-7.6291808522406,-2.93152816271485,0.999999999953486,"FALSE",77.5326940770781,6.27673289090815,1.02568882553383e-05,"TRUE",591.510945075473,15636.3122427804,2049.54012044271,158906.367156982
"M729T422",729.436758380489,421.92,-4.28035521898587,-2.09773052826291,0.999999999953486,"FALSE",137.300208334641,7.10119000435752,0.00309367715541893,"TRUE",587.693663313027,1280.91386304583,299.254103342692,41087.6507339478
"M718T529",718.422305190551,528.751,-7.76915653151785,-2.95775797908995,0.999999999953486,"FALSE",75.5230407815264,6.23884494793606,0.00412318819692601,"TRUE",586.750325567885,1127.8079158238,145.164782206217,10963.2857666016
"M296T797_1",296.232052210363,797.459,15.4279681840807,3.94747617081005,0.0191029990650919,"TRUE",-37.8789067632108,-5.24332278815263,0.00215772951662226,"TRUE",584.394568390576,11224.0642525809,173164.506184896,4571.52861531575
"M325T465_1",324.712947237673,465.035,-8.72295781859131,-3.12481741328847,0.999999999953486,"FALSE",66.6532503408032,6.05860332483358,1.31416606000668e-05,"TRUE",581.413491194833,12954.0317295619,1485.0503692627,98983.4340311686
"M586T412",586.334033114303,412.4955,-4.18099685993835,-2.06384695987259,0.999999999953486,"FALSE",138.424346841759,7.11295390427169,0.00653908257999634,"TRUE",578.751759484412,1974.81494358608,472.331123352051,65382.127243042
"M384T430",384.260512637859,429.92,-9.08252280119166,-3.18309308245467,0.999999999953486,"FALSE",63.5754913696756,5.9903988023156,4.9161825491022e-05,"TRUE",577.425849962043,101117.074532645,11133.1484375,707795.382405599
"M480T887",480.26573645919,886.641,-9.93830679432239,-3.31300007839595,0.999999999953486,"FALSE",57.7369541082887,5.85142309562415,0.000547058609869175,"TRUE",573.807563297886,12380.830091204,1245.7685546875,71926.8818715413
"M607T474",607.410510022606,474.1505,-7.93378131950335,-2.98800863272192,0.999999999953486,"FALSE",71.9271172526253,6.16846387876858,7.24899259108164e-05,"TRUE",570.654019224606,12572.9150979178,1584.73174285889,113985.185882568
"M361T405_1",360.717119505371,405.0315,-7.36108539065728,-2.87991850707958,0.999999999953486,"FALSE",76.8290656787476,6.26358030398014,3.28450554053999e-06,"TRUE",565.545312945678,5871.42137799944,797.629842122396,61281.1555277506
"M504T444",504.312188705661,443.528,-4.43617262735466,-2.14931550701963,0.999999999953486,"FALSE",127.468538911014,6.99399740267922,0.00331194808998411,"TRUE",565.47244316593,12261.2613263811,2763.92790730794,352313.851999919
"M569T387",569.315330145855,387.4625,-7.38868073664189,-2.88531679135211,0.999999999953486,"FALSE",76.4262051636061,6.25599549201399,9.08447703022003e-06,"TRUE",564.688829866977,76129.8765694754,10303.5818277995,787463.658691406
"M389T410_1",388.679967016244,410.396,-8.52272038099294,-3.09131400013875,0.999999999953486,"FALSE",66.2044191408881,6.04885561493886,2.60296338524465e-05,"TRUE",564.241752323846,4787.74901689802,561.763005574544,37191.1934789022
"M685T418",685.41050474528,417.673,-4.30521459810665,-2.10608515211874,0.999999999953486,"FALSE",131.001821644629,7.03344306305959,0.00346128766042993,"TRUE",563.990954923021,1878.15711648124,436.25168355306,57149.7652409871
"M619T412_2",618.975702996016,412.4185,15.8793732681484,3.98908206777269,0.0655817376491578,"FALSE",-35.3327241794383,-5.14293308126999,0.00916775602221753,"TRUE",561.061515825834,698.893911089216,11097.9972890218,314.099678039551
"M317T682_1",317.211594133731,682.0255,12.4503893535663,3.63811895442377,0.00230995512081711,"TRUE",-44.8921820454843,-5.48839231699716,0.000149228935500445,"TRUE",558.925145397459,10881.5329328265,135479.321777344,3017.8823038737
"M497T402_2",497.278567213634,401.5805,-4.31209215696285,-2.10838801134008,0.999999999953486,"FALSE",129.593034229514,7.01784436360978,0.00764723576993422,"TRUE",558.817106498103,6971.77811104911,1616.79710388184,209525.642425537
"M376T331",376.17246460568,330.61,11.9208882323214,3.57541983073973,0.0206044671574104,"TRUE",-46.7179412370536,-5.54590479392257,0.00178641200891065,"TRUE",556.919355931076,3918.63289097377,46713.5847167969,999.906748453776
"M359T405_1",358.741116345583,405.058,-7.63164722966303,-2.93199448478966,0.999999999953486,"FALSE",72.0618321043245,6.17116342628325,3.24921245924983e-06,"TRUE",549.95048134341,6796.05580357143,890.509689331055,64171.7597198486
"M629T394",629.315262975767,394.109,-6.89805864637116,-2.78619039445101,0.999999999953486,"FALSE",79.5296254191764,6.31342047080339,0.000321007869867709,"TRUE",548.600020265409,3977.94746398926,576.676376342773,45862.8561986287
"M446T481_1",445.769918837056,481.3945,-9.12254656826184,-3.18943661041693,0.999999999953486,"FALSE",60.018210425743,5.90732839735577,4.5232741297085e-05,"TRUE",547.518919552578,10571.463117327,1158.82807922363,69550.7875061035
"M374T410_1",373.717292887243,410.394,-7.45058464778887,-2.89735363837632,0.999999999953486,"FALSE",73.2537505709852,6.1948307218849,1.36382261386226e-05,"TRUE",545.783269397137,4737.16003417969,635.810511271159,46575.504603068
"M585T387_2",585.2890087275,387.4495,-6.72528233156768,-2.74959483418268,0.999999999953486,"FALSE",80.4136041363043,6.32936768783014,0.00021751278948684,"TRUE",540.804191115565,4584.41289847238,681.668467203776,54815.4182739258
"M488T487_1",487.820303151957,486.715,-8.21341188463743,-3.03798164788997,0.999999999953486,"FALSE",65.8221329685569,6.04050087269116,1.08749134967029e-05,"TRUE",540.62428919613,12056.14591762,1467.86087036133,96617.733388265
"M565T387",565.363477359867,387.462,-7.26586430662571,-2.86113442300826,0.999999999953486,"FALSE",74.0172778394699,6.20979017297736,3.27223374751947e-06,"TRUE",537.799497127402,269079.640764509,37033.3974609375,2741111.26920573
"M632T465",632.394345382453,465.039,-8.65915381237262,-3.11422604916209,0.999999999953486,"FALSE",61.2309790705284,5.93618984655506,2.74402331174502e-05,"TRUE",530.208465853875,3384.49178205218,390.857103983561,23932.5631535848
"M392T430",392.213705927795,430.291,-4.12419619664055,-2.04411296635965,0.999999999953486,"FALSE",128.102414122466,7.00115385366422,0.00185023547823286,"TRUE",528.319489104348,3203.48460388184,776.75368754069,99504.0225524902
"M566T387_3",566.365772319231,387.46,-7.24071692399244,-2.85613254972316,0.999999999953486,"FALSE",72.4138162869499,6.17819307930915,4.26167996372751e-06,"TRUE",524.327945119798,58797.0090680804,8120.32975260417,588024.066894531
"M801T485",801.452486877237,485.47,-8.56564450520316,-3.09856180316603,0.999999999953486,"FALSE",61.0379325681568,5.93163419198476,0.00533688067652902,"TRUE",522.829231711393,3395.57045091902,396.417391459147,24196.498008728
"M323T394_1",322.640510700594,394.2125,-8.09550467416098,-3.01712102101138,0.999999999953486,"FALSE",63.4632363783998,5.98784918985884,1.3924533841399e-05,"TRUE",513.766926738719,6648.45767211914,821.253021240234,52119.374613444
"M383T410_1",382.730247025543,410.39,-7.32847435681078,-2.87351288908847,0.999999999953486,"FALSE",70.0373791390111,6.13005319273798,7.29534313129867e-06,"TRUE",513.267137038477,6334.39693559919,864.354110717773,60537.0965627035
"M393T416",393.252079517186,415.8115,-7.21668821871408,-2.85133692761504,0.999999999953486,"FALSE",70.2784704190702,6.1350108869332,8.50103039394086e-06,"TRUE",507.17780950255,39475.2181919643,5469.99080403646,384422.586914062
"M331T543",331.103310336996,542.873,-7.75023057679153,-2.95423923258627,0.999999999953486,"FALSE",65.3703933517039,6.03056547318281,0.000973205528260882,"TRUE",506.635621371265,14096.0839189802,1818.79542541504,118895.372385661
"M382T476",382.239253211353,475.865,-8.07487169127876,-3.01343933574136,0.999999999953486,"FALSE",62.310242630294,5.96139742952243,1.72944868661542e-05,"TRUE",503.147214292072,8772.16804286412,1086.35386149089,67690.9726918538
"M567T387_2",567.368296681,387.458,-7.02338160271898,-2.81216582352275,0.999999999953486,"FALSE",71.551806249514,6.16091628160625,4.39579658824638e-06,"TRUE",502.53563965415,8955.219783238,1275.0581258138,91232.7119750977
"M346T422_2",346.1724043088,421.975,-4.369415265926,-2.12744022494489,0.999999999953486,"FALSE",114.516376412965,6.83941011543635,0.000714908291825151,"TRUE",500.369603297338,14438.4527239118,3304.43591308594,378412.026855469
"M545T470",545.353970942566,469.8695,-8.05560478134237,-3.00999290454826,0.999999999953486,"FALSE",61.8717867725267,5.95120979249888,8.90541094550691e-05,"TRUE",498.414661354962,4162.32508632115,516.699267069499,31969.1068776449
"M537T623",537.338811799922,622.9525,8.42849513531157,3.07527506834084,2.19301451137577e-05,"TRUE",-58.4455153333758,-5.86902042238985,1.11696992641569e-06,"TRUE",492.607741668135,8713.90686035156,73445.1215820312,1256.64255269368
"M346T422_3",346.210301027291,422.0995,-4.25867938390468,-2.09040612020007,0.999999999953486,"FALSE",114.516376412965,6.83941011543635,0.000714968755360127,"TRUE",487.688531349362,14072.5330984933,3304.43591308594,378412.026855469
"M347T313_2",347.085515928978,313.0315,-8.06516641184014,-3.01170430139823,0.999999999953486,"FALSE",60.1007255174134,5.90931050169831,0.000272002068990777,"TRUE",484.722352770266,2651.46694074358,328.755391438802,19758.4375432332
"M415T434",414.728298147895,433.98,-4.30738404348756,-2.1068119590417,0.999999999953486,"FALSE",111.476183066072,6.80059170043348,0.00516743579184639,"TRUE",480.170732167696,841.599954877581,195.385400136312,21780.8186340332
"M549T449_1",548.839806966083,449.434,-3.9834334478099,-1.99401247166357,0.999999999953486,"FALSE",119.457015704039,6.90034777545848,0.00525656314685382,"TRUE",475.849071931023,2187.26060049874,549.089279174805,65592.5666453044
"M672T396",672.330158267189,395.5635,-9.57368187689784,-3.25907386765711,0.999999999953486,"FALSE",48.79338020564,5.60861352561993,0.00047737912889901,"TRUE",467.132299787321,4665.87632751465,487.36488087972,23780.1799316406
"M570T387",570.318622299083,387.4575,-6.75666892997758,-2.75631216623696,0.999999999953486,"FALSE",69.0465344764517,6.10949710069429,8.02613426105614e-06,"TRUE",466.524574219666,19320.2402779715,2859.43272908529,197433.920511882
"M589T475_1",589.380225539457,474.51,-7.34910427400863,-2.87756842162324,0.999999999953486,"FALSE",62.6170358393001,5.96848331078716,3.70872780804984e-05,"TRUE",460.179125712352,3314.41505868094,450.995786031087,28240.0192972819
"M402T415_2",402.266575123175,415.1575,-7.0625620012982,-2.82019162769983,0.999999999953486,"FALSE",64.4416779042734,6.00992215368447,6.45863175850091e-06,"TRUE",455.123345666619,40024.0002441406,5667.06532796224,365195.198527018
"M404T415_2",404.242722757872,415.099,-7.16858881143886,-2.84168914192327,0.999999999953486,"FALSE",63.0795592161419,5.97910067386633,1.57988126424751e-05,"TRUE",452.19142242733,20629.4764578683,2877.759765625,181527.817545573
"M339T400_1",338.703463882504,399.616,-7.09552183947938,-2.82690879105736,0.999999999953486,"FALSE",63.660594934093,5.9923287344948,3.71868888551281e-06,"TRUE",451.705141669107,4401.57191467285,620.330965677897,39490.6383310954
"M699T406",699.446542689389,405.5105,-6.63434226241509,-2.72995344196491,0.999999999953486,"FALSE",67.7733367717419,6.08264589814617,1.13959138300842e-05,"TRUE",449.631512409658,3166.66614968436,477.314257303874,32349.1799062093
"M395T426_3",395.248334915179,426.1875,-4.35545752260947,-2.12282427586892,0.999999999953486,"FALSE",103.082665819517,6.68765794208554,0.00022651934939534,"TRUE",448.972172294255,2945.47249930246,676.271662394206,69711.8857777913
"M455T445",455.289477762296,444.995,-8.02296901456858,-3.00413622544991,0.999999999953486,"FALSE",55.570564130275,5.79624898091662,3.54796734304539e-05,"TRUE",445.840914139293,17019.270324707,2121.31821695964,117882.850016276
"M385T430",385.263508542182,429.921,-7.86066248953522,-2.97465090664294,0.999999999953486,"FALSE",55.9473923461038,5.80599898503424,3.49616760639595e-05,"TRUE",439.783568402328,18809.2248011998,2392.82946268717,133872.568766276
"M830T419",829.520328299201,419.181,-6.31986294430481,-2.65989327173849,0.999999999953486,"FALSE",69.428201504614,6.11744989467129,1.91630997422483e-05,"TRUE",438.776717978738,7596.37223597935,1201.98369852702,83451.566426595
"M407T415_1",406.715700127166,415.1055,-8.38378113317058,-3.06760105439791,0.999999999953486,"FALSE",52.3272435477371,5.7094903587177,0.000107709929269535,"TRUE",438.70015720634,2592.65082005092,309.246004740397,16181.9910062154
"M760T406",760.381922428933,405.731,-8.6394244998561,-3.11093521298405,0.999999999953486,"FALSE",50.3364849397859,5.65353256968983,0.0001919527822041,"TRUE",434.878261225424,3008.56557355608,348.236803690592,17529.0166244507
"M717T426",717.409877974175,426.345,-3.8683011335766,-1.95170010789831,0.999999999953486,"FALSE",112.363294568386,6.8120270207738,0.00682001736369834,"TRUE",434.65505975129,864.453238351004,223.471029917399,25109.9411621094
"M346T485_1",345.709074995186,485.4985,-7.69392647382907,-2.94372004274227,0.999999999953486,"FALSE",56.4331202530191,5.81847021496592,0.00301515156142807,"TRUE",434.192277915483,2270.70674787249,295.129769643148,16655.0937805176
"M279T777",279.232425738776,777.226,9.48091313220936,3.24502601564973,0.00689008218340605,"TRUE",-45.6612986943328,-5.51289998802923,0.000391098459459101,"TRUE",432.910806424834,101993.70375279,966993.4453125,21177.5282999674
"M500T450",500.31485626855,450.1735,-7.33572163302914,-2.874938894349,0.999999999953486,"FALSE",58.4348154687903,5.86875627800366,6.60028451412944e-05,"TRUE",428.66153995647,4448.98944963728,606.482861836751,35439.7141164144
"M364T313",364.064079202355,313.033,-7.43796456332987,-2.89490787453903,0.999999999953486,"FALSE",57.5030910708413,5.84556760490459,0.000175638065046983,"TRUE",427.705953666848,1359.06898934501,182.720551808675,10506.9965311686
"M869T481",868.548091644511,481.3945,-7.50043756715613,-2.9069747632821,0.999999999953486,"FALSE",56.3824088562283,5.81717321115498,3.47179747365336e-05,"TRUE",422.892737512011,3031.76992579869,404.212407430013,22790.4692204793
"M506T395",506.300017555651,394.893,-3.86540141112688,-1.95061824177532,0.999999999953486,"FALSE",109.187941292044,6.77066972369919,0.000588660651266513,"TRUE",422.055222348306,72888.8284737723,18856.7294108073,2058927.46386719
"M566T456",566.324783826233,455.701,-7.7601501344111,-2.95608456427775,0.999999999953486,"FALSE",53.8183282362326,5.75002567199063,6.49798900855643e-05,"TRUE",417.638307096181,3704.49123055594,477.373654683431,25691.4520390828
"M783T488",782.511091970879,487.595,-6.69305921588541,-2.74266577839798,0.999999999953486,"FALSE",62.0165644937995,5.95458170266571,4.60171451799549e-05,"TRUE",415.080538522776,3055.9651423863,456.587196350098,28315.9693094889
"M368T406_2",367.701382452599,405.619,-6.21076371398938,-2.63477068207537,0.999999999953486,"FALSE",66.7347342731599,6.06036594955703,3.23046385569592e-05,"TRUE",414.473666086465,2982.39243207659,480.197374979655,32045.8442179362
"M746T410",746.423916632699,410.395,-6.2920135905687,-2.65352178693683,0.999999999953486,"FALSE",65.5641000929555,6.03483417200343,6.5175517123221e-05,"TRUE",412.530208838283,2089.7784816197,332.131908416748,21775.9296875
"M675T469",675.417345238966,469.193,-7.75651490745265,-2.95540857829916,0.999999999953486,"FALSE",53.1611990497872,5.73230173982638,2.66046842119182e-05,"TRUE",412.345632927732,5920.25419398717,763.262143452962,40575.9307352702
"M587T463_2",587.369352671339,462.6605,-7.45114317571368,-2.89746178495868,0.999999999953486,"FALSE",54.7384222706156,5.77448194728914,3.27382284402239e-05,"TRUE",407.863821551031,17185.6820678711,2306.44904581706,126251.381815592
"M324T418_2",324.19458206006,417.764,-3.92151606946645,-1.97141151226203,0.999999999953486,"FALSE",103.926527373914,6.69942014070626,0.00182777769594122,"TRUE",407.549547140649,5362.16392735073,1367.37012736003,142106.028971354
"M403T415_1",402.767573398781,415.115,-6.68245869509806,-2.74037901506299,0.999999999953486,"FALSE",60.9323703324842,5.92913695866955,6.33492150418441e-06,"TRUE",407.178047941244,8016.93140084403,1199.69786071777,73100.4343363444
"M434T437_2",434.263133846593,437.443,-3.92972195348326,-1.9744272385598,0.999999999953486,"FALSE",103.570675258688,6.69447176955979,0.00288108830151586,"TRUE",407.00395630115,5987.64239501953,1523.68092854818,157808.662648519
"M325T418_1",324.694311147549,417.768,-4.06781814771637,-2.02425518478734,0.999999999953486,"FALSE",99.2664103405075,6.63323371764494,0.0024901286268002,"TRUE",403.797705441776,2074.90115356445,510.077166239421,50633.5292892456
"M499T451",499.315889028554,451.074,-7.35418710811134,-2.87856588262094,0.999999999953486,"FALSE",53.9166652266063,5.75265936273841,3.52667006237633e-05,"TRUE",396.513244321863,18593.6527448382,2528.3083597819,136317.955423991
"M394T415_1",393.753244294019,415.1,-6.33636999561848,-2.66365658025006,0.999999999953486,"FALSE",62.1101471681587,5.95675708109931,9.31158218893914e-06,"TRUE",393.552872939769,10667.36970738,1683.51433308919,104563.322987874
"M502T420",502.207333053999,419.764,-6.66224963641401,-2.73600941322406,0.999999999953486,"FALSE",58.8443773081885,5.8788326644904,1.01742180430864e-05,"TRUE",392.035931326488,2584.37290082659,387.912948608398,22826.4959106445
"M693T528",693.331438414877,527.503,-6.8853944660751,-2.78353930910944,0.999999999953486,"FALSE",56.7682195311846,5.82701158876699,0.000633037188626344,"TRUE",390.871584608955,752.142659868513,109.237410227458,6201.21328481038
"M652T478",652.43843181895,477.979,-6.90003497945626,-2.78660367559518,0.999999999953486,"FALSE",56.2799058135158,5.81454800906082,5.03867507736029e-05,"TRUE",388.333318753762,2639.6342326573,382.553746541341,21530.0888239543
"M341T406_2",341.213369165199,405.612,-6.39852023530429,-2.67773829635812,0.999999999953486,"FALSE",60.5419548023548,5.91986335310752,9.42414621321672e-06,"TRUE",387.378922887745,7363.78114972796,1150.85689798991,69675.1263020833
"M564T387_2",564.3603169129,387.463,-6.1895750760671,-2.62984036958604,0.999999999953486,"FALSE",61.8033933733185,5.94961414771697,6.22374387181256e-07,"TRUE",382.536743239863,873906.648995536,141190.087890625,8726026.54231771
"M415T419_1",414.763353091791,419.213,-6.3553273530567,-2.66796643812848,0.999999999953486,"FALSE",60.0431500998166,5.90792776328778,6.81064888652383e-06,"TRUE",381.593874193054,66067.661202567,10395.6346435547,624186.651285807
"M417T535_1",416.732366256281,534.741,-7.10021939790129,-2.82786360481081,0.999999999953486,"FALSE",53.5927985466893,5.74396724857443,8.12715873950803e-05,"TRUE",380.520627829019,862.559838431222,121.483547210693,6510.6432723999
"M359T662",359.220168585956,661.903,9.89718126022978,3.307017700857,0.0041802495997104,"TRUE",-37.7810711899287,-5.23959170128516,0.000245800855440591,"TRUE",373.92610977237,7799.85279192243,77196.5568847656,2043.26014200846
"M631T466",631.391356326756,465.796,-7.57241956668067,-2.92075434897084,0.999999999953486,"FALSE",49.1174813478815,5.61816467880224,3.67660069190402e-05,"TRUE",371.938176824771,11576.6372942243,1528.78973388672,75090.3012390137
"M424T419_1",423.778225602857,419.213,-6.31915054807585,-2.65973063712964,0.999999999953486,"FALSE",58.3599391294182,5.86690647338422,4.63013598591015e-06,"TRUE",368.785241335336,116859.782645089,18492.9575195312,1079247.87516276
"M457T484_2",457.293482538685,484.007,-7.01105291031131,-2.8096311224693,0.999999999953486,"FALSE",52.4748724348009,5.71355484925084,1.41736084719944e-05,"TRUE",367.904107102226,4917.3185206822,701.366625467936,36804.1242014567
"M456T441_1",455.775174138348,440.6075,-3.54155459521952,-1.82438278248123,0.999999999953486,"FALSE",102.463831447725,6.67897093463303,0.00426275528812099,"TRUE",362.88125310749,5409.30961826869,1527.3828125,156501.495056152
"M423T419",423.276474940388,419.2245,-6.22407183616084,-2.63785871152509,0.999999999953486,"FALSE",57.9238323063065,5.85608515080299,4.08026125787956e-06,"TRUE",360.522093300186,283083.586774554,45482.0564778646,2634495.01236979
"M301T387_1",300.627463718056,387.467,-6.96734615732891,-2.80060924221477,0.999999999953486,"FALSE",51.4534541734079,5.68519602626457,2.42192896957045e-05,"TRUE",358.494026216393,5573.19646780831,799.902336120605,41157.7381947835
"M503T380",503.307270189885,380.1095,-6.05084962072205,-2.59713773041085,0.999999999953486,"FALSE",59.1576299287234,5.88649234883599,8.96330483621666e-06,"TRUE",357.953922617031,115669.404366629,19116.2252604167,1130870.57958984
"M552T634",552.330345084403,634.109,14.7959406942702,3.8871295178008,0.000314127665847659,"TRUE",-23.7282296825378,-4.56853256273921,2.99286944251432e-05,"TRUE",351.08147916285,2719.84360613142,40242.6446940104,1695.98175811768
"M406T419",406.249720377006,419.213,-6.09287148812804,-2.60712231110926,0.999999999953486,"FALSE",57.5486609443422,5.8467104546709,8.25398077500449e-06,"TRUE",350.63659544773,28546.5673828125,4685.24035644531,269629.30871582
"M413T427_1",412.734876243134,427.431,-3.82819755786904,-1.93666528342989,0.999999999953486,"FALSE",91.4682078063075,6.5151984786086,0.0125451349649588,"TRUE",350.158369746765,4318.30246843611,1128.0249786377,103178.423156738
