"","mzmed","rtmed","FC","logFC","p.val.adj.DISEASE.CTR","threshold","FC.1","logFC.1","p.val.adj.TREATMENT.DISEASE","threshold.1","FC.combi","CTR","DISEASE","TREATMENT"
"M371T427_2",371.219211732515,426.728,-1.17578870563954,-0.233628824872997,0.999999999953486,"FALSE",3.29219649257087,1.71905044462885,0.0222464848987368,"TRUE",3.87092745271093,9119.10382952009,7755.73347981771,25533.3985595703
"M809T389_2",809.336394084741,389.463,-1.4216443784883,-0.507560622794424,0.999999999953486,"FALSE",2.72264476616341,1.44500876074143,0.0276489094280112,"TRUE",3.87063262643681,25081.694405692,17642.7345581055,48034.8989054362
"M252T348",252.139295524379,347.641,-1.07679723321964,-0.106746608127886,0.999999999953486,"FALSE",3.58766576424141,1.84304549150238,0.000974528625115386,"TRUE",3.86318856865197,2325.02895682199,2159.2077738444,7746.51580810547
"M446T415_2",446.2435967184,415.1035,-1.07923003976303,-0.110002410565232,0.999999999953486,"FALSE",3.57831292036006,1.83927955533607,0.00242975811650225,"TRUE",3.86182279532474,2472.03996058873,2290.55888875326,8196.33646647135
"M391T410_2",391.182534001619,410.435,-1.14247259790557,-0.192159562797714,0.999999999953486,"FALSE",3.37833214798739,1.75631117677674,0.00043015784630049,"TRUE",3.85965190569907,3380.81092834473,2959.20526631673,9997.17828369141
"M285T406",285.134245612498,406.3475,1.01316162098341,0.0188643332629347,0.999999999953486,"FALSE",3.80648967241476,1.92846116395645,0.00265071148433738,"TRUE",3.85658924676036,13445.8004324777,13622.7689615885,51854.9293619792
"M186T105_2",186.112703575575,105.245,-1.38562157990581,-0.470533304129823,0.999999999953486,"FALSE",2.78015912592326,1.47516745978705,0.0496245361700806,"TRUE",3.85224848045134,22939.6435198103,16555.4895019531,46026.8952229818
"M249T85",249.108600133524,84.838,1.48923203008582,0.574568550813901,0.191880407315396,"FALSE",-2.58186057981428,-1.36841109737584,7.26764814322071e-05,"TRUE",3.84498947267536,102748.297712054,153016.055989583,59265.809000651
"M456T690",456.171725904455,689.901,2.21075931547932,1.14454196804633,0.0192302996027078,"TRUE",-1.73678574327264,-0.796419788484925,0.027393607328455,"FALSE",3.83961526093166,2451.18910871233,5418.98915608724,3120.12531026204
"M307T406_2",307.116397981473,406.348,1.02506727541024,0.0357185972582281,0.999999999953486,"FALSE",3.74036908089264,1.90318063505993,0.00335141068284874,"TRUE",3.83412994277933,6552.84458705357,6717.10654703776,25124.4576416016
"M535T389_2",534.855577448941,388.813,-1.62945713048354,-0.704391396597879,0.593268679637443,"FALSE",2.34959159557454,1.23241001030357,0.000376074654607144,"TRUE",3.82855877913312,7268.02464076451,4460.39635213216,10480.109781901
"M233T220",232.980389932267,220.291,-1.18274859691232,-0.242143449389979,0.999999999953486,"FALSE",3.23452946803298,1.69355585641917,0.000195880780932327,"TRUE",3.82563518998755,85919.0465959821,72643.5413411458,234967.675130208
"M488T459_2",488.311690734973,458.956,-1.31879201429995,-0.399217056175581,0.999999999953486,"FALSE",2.89929211861201,1.53570069967773,0.000179086140535112,"TRUE",3.82356329314831,4959.08115059989,3760.32088216146,10902.2686971029
"M562T445",562.354531099846,444.817,-1.00107824916751,-0.00155474667521239,0.999999999953486,"FALSE",3.81457045008089,1.93152060766824,6.94919446815671e-05,"TRUE",3.81868350749311,3829.30453055246,3825.18003336589,14591.4187215169
"M133T313_2",133.085841617688,312.996,-1.22594725396733,-0.293896908819272,0.999999999953486,"FALSE",3.11438166012825,1.63894575412614,5.67463929966086e-05,"TRUE",3.81806764404043,8967.40314592634,7314.6728922526,22780.6831054688
"M495T459_1",494.654671996029,459.0215,-1.31020682494524,-0.389794568839464,0.999999999953486,"FALSE",2.9108924587583,1.54146154090966,0.000236174891705646,"TRUE",3.81387116614676,3642.492074149,2780.0893758138,8092.54119873047
"M465T398",465.231511721379,398.261,-1.15092738820379,-0.202796816977729,0.999999999953486,"FALSE",3.30834318303009,1.726108896775,0.00068777922286019,"TRUE",3.80766277892664,2495.88696289062,2168.58768717448,7174.43229166667
"M340T409_2",339.972531140496,409.1065,1.08404576608598,0.116425665466249,0.999999999953486,"FALSE",-3.51171651459548,-1.81217638715843,0.0195368215763481,"TRUE",3.80686141934145,4922.54152134487,5336.26029459635,1519.55895996094
"M529T389_2",528.863180381856,388.817,-1.52367390507177,-0.607554171941866,0.999999999953486,"FALSE",2.49833398997388,1.32096635663754,0.00025370886596697,"TRUE",3.80664630667703,4066.56773158482,2668.92260742188,6667.86006673177
"M203T219",203.183772917512,219.256,-1.57511991584077,-0.655461666963801,0.999999999953486,"FALSE",2.41592860502554,1.27257782109614,0.036534168570396,"TRUE",3.80537726102515,7898.6899937221,5014.65946451823,12115.0592447917
"M663T423_1",662.831742930462,423.1945,1.46631452382405,0.552194594121005,0.999999999953486,"FALSE",-2.58944281446862,-1.37264169818936,0.0231557617734695,"TRUE",3.79693760746716,8553.58187430246,12542.2413330078,4843.60622406006
"M700T59",699.755654398969,59.051,1.26837574851792,0.342982198332216,0.999999999953486,"FALSE",-2.98569259229869,-1.57806563285469,0.0346824855717191,"TRUE",3.78698007660127,11627.9177246094,14748.5688476562,4939.74794514974
"M414T500",413.991051880402,500.329,1.25975786890931,0.333146467937742,0.999999999953486,"FALSE",-2.9971591678891,-1.5835957020119,0.00765555495232676,"TRUE",3.77569484612198,4485.46677943638,5650.6020711263,1885.31931559245
"M232T269",232.129216767542,268.522,1.62485721895162,0.700312949796094,0.801224727969104,"FALSE",-2.32162617388982,-1.21513568947602,0.0340252420175737,"TRUE",3.7723110483519,8948.15114048549,14539.467976888,6262.62235514323
"M517T389_3",517.219048108027,388.818,-1.59131163354621,-0.670216392643198,0.581202481127693,"FALSE",2.36783139823703,1.24356635732366,0.000128734913719118,"TRUE",3.76795765029058,5489.6075265067,3449.73756917318,8168.39693196615
"M226T299",226.129473599308,298.9275,-1.44562969225365,-0.531698043597361,0.999999999953486,"FALSE",2.60610912009535,1.38189749208892,0.00126305075168511,"TRUE",3.76746872526285,7708.61260114397,5332.35630289714,13896.7023925781
"M229T1020",229.141585020695,1020.2,1.81878656109368,0.86297624924615,0.00435239397644119,"FALSE",-2.06966605032403,-1.04939800134363,0.000120122786906806,"TRUE",3.76428079828118,39375.7752511161,71616.130859375,34602.7470703125
"M365T66",365.106439816451,65.918,1.22670177128536,0.294784551866546,0.999999999953486,"FALSE",-3.06084869637686,-1.61393173144386,4.96994127131923e-05,"TRUE",3.75474851748199,90214.3427734375,110666.094075521,36155.3624674479
"M291T150_2",291.011626651331,150.033,-1.59291524321286,-0.671669505124641,0.999999999953486,"FALSE",2.35525001910964,1.23588021575483,0.0233334147088723,"TRUE",3.75171365701712,11207.7449428013,7035.99578857422,16571.5292154948
"M415T491",414.777228913823,490.834,-1.04563481132165,-0.0643790773143645,0.999999999953486,"FALSE",3.58726193366295,1.84288309143425,0.000231289914076771,"TRUE",3.75096595516699,1623.78012520926,1552.9132232666,5570.70649210612
"M318T425",318.182598191947,425.242,1.46058303410973,0.546544377676267,0.288154276579842,"FALSE",-2.56227857793243,-1.35742733795623,0.000136562238873899,"TRUE",3.74242061959091,5947.33543178013,8686.57722981771,3390.17673746745
"M216T84_1",216.021197535926,84.141,-1.61685997412897,-0.693194741658157,0.859224370236869,"FALSE",2.31306666470427,1.20980684636852,0.0021194641049489,"TRUE",3.73990490765233,6928.60288783482,4285.22135416667,9912.00266520182
"M558T389_2",557.865830244661,389.4045,-1.49458455430808,-0.57974451804664,0.999999999953486,"FALSE",2.50221985967161,1.32320855869734,0.0225421415749725,"TRUE",3.73977915374812,3862.01824079241,2584.00786336263,6465.75579325358
"M203T274",203.139299462839,273.98,1.82135874089458,0.865015108331594,0.17955859153241,"FALSE",-2.05205013097263,-1.03706597598501,0.0144367647603438,"TRUE",3.73751944280086,24816.7103097098,45200.1322428385,22026.8167724609
"M327T291",327.149842050824,290.862,1.18729956107146,0.247683979417695,0.999999999953486,"FALSE",-3.14457283143497,-1.652864050228,5.16632545778896e-05,"TRUE",3.73354994251998,6272.81998116629,7447.71641031901,2368.43501790365
"M327T418",327.175175472735,417.738,-1.08202921054083,-0.113739446792784,0.999999999953486,"FALSE",3.43702627736274,1.78116088170032,0.0132629025557851,"TRUE",3.71896282950289,1643.91190883092,1519.28607177734,5221.82615152995
"M430T459",430.258963511002,458.945,1.00509120660345,0.00732642413463219,0.999999999953486,"FALSE",3.6961042776177,1.88600545985996,0.0360417480076876,"TRUE",3.71492190812297,1579.54961722238,1587.59143066406,5867.90347798665
"M285T62_2",285.12003630446,62.4155,1.45850145894182,0.544486829367438,0.0191844533279228,"FALSE",-2.54053584295729,-1.34513281843279,9.77266362059561e-07,"TRUE",3.70537523344718,5722.03653390067,8345.5986328125,3284.97574869792
"M279T291",279.101578303065,290.8685,-1.74731346269215,-0.805138446551531,0.210513645759752,"FALSE",2.11904023604156,1.08341098166314,0.00145469602831018,"TRUE",3.70262753242178,27833.4586704799,15929.2875976562,33754.8013509115
"M526T423_3",526.333955510648,423.186,1.01763022749656,0.0252134299130697,0.999999999953486,"FALSE",3.63668514664143,1.86262402696435,0.00698337334790295,"TRUE",3.70080073311007,5614.57206508092,5713.55824788411,20778.4124145508
"M443T398",443.248772649638,397.8325,-1.12693906052799,-0.172409503574833,0.999999999953486,"FALSE",3.28275479555378,1.71490699223497,1.94173394860773e-05,"TRUE",3.69946460524514,3031.61070033482,2690.12833658854,8831.03169759115
"M339T345",339.138851393834,344.7195,1.58461293413345,0.664130483139655,0.0342180158252023,"FALSE",-2.3338381173407,-1.22270449446026,3.63853540832256e-05,"TRUE",3.69823006691175,7728.12130301339,12246.0809733073,5247.18526204427
"M325T442",325.230512625565,442.066,-1.15059187809577,-0.20237619154171,0.999999999953486,"FALSE",3.20450501944165,1.68010152965342,0.0098354227592622,"TRUE",3.68707744868668,4343.46276855469,3774.98125203451,12096.9463704427
"M250T85",250.112087167053,84.84,1.49242191188982,0.577655447217683,0.188276416202239,"FALSE",-2.46845855537469,-1.30361042289657,0.000110096286116994,"TRUE",3.68398163663307,11001.5631277902,16418.9738769531,6651.5088297526
"M452T373",452.331043970084,373.3545,-1.652742867865,-0.72486228899104,0.86545597298438,"FALSE",2.22698617723846,1.15509260343714,0.00726156908370887,"TRUE",3.68063552126479,3985.28878348214,2411.31809488932,5369.97206624349
"M339T409",338.971332059661,409.046,1.03324264813148,0.0471790984891439,0.999999999953486,"FALSE",-3.56188115679204,-1.83263938129999,0.0322550874958493,"TRUE",3.68028751877344,20465.3022460938,21145.6230875651,5936.64475504557
"M317T315",317.200826115014,314.992,-1.29887244485314,-0.377259758566027,0.999999999953486,"FALSE",2.82383073766638,1.49765361507943,0.0019236313127201,"TRUE",3.66779593408416,3538.08639090402,2723.96754964193,7692.02329508464
"M635T925",635.132361089454,925.158,-1.36518252106019,-0.449093848306223,0.999999999953486,"FALSE",-2.68564238553509,-1.42526721133143,0.0434369213957697,"TRUE",3.66639204255091,12058.6822335379,8833.01833089193,3288.97785441081
"M488T459_1",487.976149586905,458.962,-1.33527642220826,-0.417138432300952,0.999999999953486,"FALSE",2.74553573522965,1.45708768917439,0.000696627229281857,"TRUE",3.66604913358237,6404.40565708705,4796.3144938151,13168.4528401693
"M176T360",175.549529852986,359.509,-1.36523972503843,-0.449154298953261,0.999999999953486,"FALSE",2.68351124467009,1.42412193342336,0.0199715423032756,"TRUE",3.66363615381092,4143.12524414062,3034.72362263997,8143.71496582031
"M543T66",543.049362219373,66.022,1.28028701238679,0.356467267202423,0.660823893677115,"FALSE",-2.85999387025103,-1.51601205491698,8.84178516118082e-06,"TRUE",3.66161300758822,5805.59497070312,7432.82784016927,2598.89642333984
"M561T861",561.11329864458,860.854,-1.27492087265353,-0.350407709693689,0.999999999953486,"FALSE",-2.87052926233908,-1.52131676259971,0.0152151927501893,"TRUE",3.65969767211883,23012.6482631138,18050.2561035156,6288.12823486328
"M233T281_2",233.100637822965,281.114,-1.46448834473639,-0.550396711443347,0.999999999953486,"FALSE",2.49605724769305,1.31965102314877,0.00641828591663014,"TRUE",3.65544674704126,7798.05350167411,5324.76310221354,13290.9135335286
"M570T429_2",570.360056768361,429.2945,1.27863286868081,0.35460208551261,0.999999999953486,"FALSE",2.85721896794959,1.51461160395708,0.0152954575935972,"TRUE",3.6533340854386,6070.35497174944,7761.7553914388,22177.0347290039
"M809T389_1",808.83426404363,388.864,-1.35678019498274,-0.440187016045057,0.999999999953486,"FALSE",2.6921131046887,1.42873902367248,0.0304754652302792,"TRUE",3.65260574309513,16287.1913713728,12004.2962239583,32316.9231770833
"M426T481",426.26550434118,481.422,-1.29317879230517,-0.370921753059904,0.999999999953486,"FALSE",2.8171081742574,1.49421496288513,0.000541295650717164,"TRUE",3.64302454657922,17608.4090750558,13616.3763122559,38358.8050130208
"M558T499_3",558.346739154327,499.085,-1.17050537582877,-0.227131560390715,0.999999999953486,"FALSE",3.10919226347531,1.63653983153459,0.000168264745805719,"TRUE",3.63932625888307,3031.40926688058,2589.82942708333,8052.2776184082
"M225T149",225.109847338485,148.5715,-1.48815967072795,-0.573529327392865,0.999999999953486,"FALSE",2.44490732490153,1.2897797803354,0.0401710834233282,"TRUE",3.63841247958582,3658.21488298689,2458.2139638265,6010.10532633464
"M541T389_1",540.563168306107,389.4515,-1.43904785428066,-0.52511456844059,0.999999999953486,"FALSE",2.51855157619048,1.33259427554736,0.0364205062045593,"TRUE",3.62431624161209,4784.12983049665,3324.51058959961,8372.95138549805
"M550T369",550.343930840023,368.6675,-1.12297005424271,-0.167319456526074,0.999999999953486,"FALSE",3.22590113516849,1.68970222461019,1.2037233120429e-05,"TRUE",3.62259037274177,3597.82803780692,3203.85038248698,10335.3045857747
"M731T459",731.45947612609,458.962,-1.25732104041913,-0.330353070032265,0.999999999953486,"FALSE",2.88096536114334,1.52655231457375,0.000576077715164939,"TRUE",3.62229836528422,5630.47462681362,4478.15191650391,12901.4005533854
"M562T861",562.113489164475,860.898,-1.29036781495,-0.367782359577135,0.999999999953486,"FALSE",-2.80243055645465,-1.48667862384256,0.0121469945722262,"TRUE",3.61616619368151,11436.0507289342,8862.62862141927,3162.47929890951
"M120T288",120.044152953015,287.9375,1.46618097161038,0.552063187190084,0.999999999953486,"FALSE",-2.46572816603044,-1.30201375872835,0.0328837570280111,"TRUE",3.61520371819759,10293.3714773996,15091.9453938802,6120.68499755859
"M488T783",488.094189119655,783.238,-1.1713485901723,-0.228170481879463,0.999999999953486,"FALSE",-3.07483657244854,-1.62050973325393,0.00411849662134768,"TRUE",3.60170548414783,5817.26102992467,4966.29361979167,1615.14067586263
"M540T389_3",540.228748794137,388.871,-1.43463015898717,-0.520678864730325,0.999999999953486,"FALSE",2.5013795140229,1.3227239625413,0.0351118383439795,"TRUE",3.58855448988993,9803.3402797154,6833.35716756185,17092.8196309408
"M494T459_3",494.320351225777,458.953,-1.28204449535253,-0.358446333805693,0.999999999953486,"FALSE",2.79861981513085,1.4847155140351,0.000563365407242688,"TRUE",3.58795512857303,10744.9703717913,8381.12125651042,23455.5720214844
"M593T432",592.875012509974,432.043,1.47764693997918,0.563301601833332,0.999999999953486,"FALSE",2.41890928898627,1.27435666812583,0.0493070666432573,"TRUE",3.57429390895777,3790.01908220564,5600.31009928385,13546.6421203613
"M592T432",592.374138494659,432.071,1.46245627166943,0.548393487883179,0.999999999953486,"FALSE",2.43934860839223,1.28649594905644,0.0278626951615664,"TRUE",3.56744067113131,6446.25783429827,9427.37019856771,22996.6423746745
"M409T724",408.952500948767,723.858,-1.03856541118739,-0.0545920832252543,0.999999999953486,"FALSE",-3.43233737156602,-1.77919136529779,0.00079459735404639,"TRUE",3.56470687363431,38391.2474190848,36965.6518554688,10769.8188883464
"M811T389_2",810.842023137988,389.439,-1.38403804537365,-0.468883601296525,0.999999999953486,"FALSE",2.57442599590086,1.36425079921622,0.0223381172022036,"TRUE",3.56310352332574,3961.73474993025,2862.44642130534,7369.15647888184
"M176T56",176.122527886318,56.0645,1.66990489068363,0.739765936443938,0.36583652174266,"FALSE",-2.11421710840634,-1.08012353430731,0.0147116742168601,"TRUE",3.53054148929474,127543.06640625,212984.790364583,100739.318359375
"M267T85_2",267.109560529926,84.836,1.61592856250525,0.692363420368492,0.39491253769733,"FALSE",-2.16808908611096,-1.11642403780339,0.00924692754946798,"TRUE",3.50347708030261,8312.06381661551,13431.7013346354,6195.17962646484
"M147T149",147.028670858336,149.472,-1.56993316156339,-0.650703139031765,0.999999999953486,"FALSE",2.23027830808135,1.15722374989269,0.0285193870731189,"TRUE",3.50138787537239,64608.9674944196,41153.9606119792,91784.7856445312
"M286T406",286.137905186075,405.659,-1.05012346561129,-0.0705589590852358,0.999999999953486,"FALSE",3.32411938627998,1.73297219766213,0.000898529215885369,"TRUE",3.49073577002602,2766.71095493862,2634.65301513672,8757.90116373698
"M250T128",250.038379414227,127.602,-1.66118109182289,-0.732209355680669,0.968779514836405,"FALSE",2.09846726842963,1.06933596046351,0.0286910514357049,"TRUE",3.48593414812454,4365.81612723214,2628.13979085286,5515.06532796224
"M557T389",557.198846362605,388.812,-1.44041131630462,-0.526480838931598,0.999999999953486,"FALSE",2.41352855562039,1.27114389610434,0.0222197370780919,"TRUE",3.47647384373995,3616.94749232701,2511.05184427897,6060.49533081055
"M220T220",219.949090329918,220.107,-1.15878733548533,-0.212615822433804,0.999999999953486,"FALSE",2.99479418373591,1.58245685766965,0.000242625782251563,"TRUE",3.47032957249831,17254.0634416853,14889.7583821615,44591.7618001302
"M348T400_2",348.163973826251,399.9165,-1.34440426306211,-0.426967022504772,0.999999999953486,"FALSE",2.5798093367045,1.36726444582091,0.000242530840482306,"TRUE",3.46830667015297,3069.66526576451,2283.29033915202,5890.45373535156
"M337T620",337.036581518443,620.138,1.44870070921862,0.534759575623055,0.333142843492142,"FALSE",-2.39336004687235,-1.25903744608839,0.000309194009361715,"TRUE",3.46726239731949,3710.462777274,5375.35005696615,2245.94292195638
"M540T389_1",539.559332861508,389.435,-1.31719344760251,-0.397467240356806,0.999999999953486,"FALSE",2.62369136018275,1.39159801747019,0.0283478433131656,"TRUE",3.45590906816404,10363.6009870257,7867.94149780273,20643.0501302083
"M295T352",295.129772135119,351.656,1.49773256521914,0.582780039499847,0.0214768789482186,"FALSE",-2.30108191755675,-1.20231234381808,5.96339868198523e-06,"TRUE",3.44640532316165,59327.2809709821,88856.4007161458,38615.0532226562
"M195T220",194.941111568867,220.3935,-1.15851504617984,-0.212276781283507,0.999999999953486,"FALSE",2.9732232287191,1.5720277844282,0.000214344352378621,"TRUE",3.44452384612248,20795.1418108259,17949.8245442708,53368.8352864583
"M361T485_1",361.192565450321,485.295,-1.17034486630758,-0.226933712372564,0.999999999953486,"FALSE",2.94069410513225,1.55615672099447,0.00590913954663802,"TRUE",3.44162624932249,3707.48086111886,3167.85331217448,9315.68756103516
"M163T409_1",162.507130241052,409.052,1.13400857316429,0.181431547171546,0.999999999953486,"FALSE",-3.03320901660217,-1.60084491663187,0.0206413637026841,"TRUE",3.43968502902608,5298.78661237444,6008.86944580078,1981.02716064453
"M254T318",254.13243164387,317.733,-1.13940050388108,-0.188274949329431,0.999999999953486,"FALSE",3.01876373061329,1.59395784595012,0.000101277737821903,"TRUE",3.43958091575871,5121.40683419364,4494.82584635417,13568.8172403971
"M664T423_1",663.835283821938,423.1945,1.40725609919041,0.492884901005651,0.999999999953486,"FALSE",-2.43962159546302,-1.28665739176964,0.0173369307445763,"TRUE",3.43317236993198,4944.89881243025,6958.73901367188,2852.38457743327
"M288T364",288.029860804103,364.081,-1.19525534876993,-0.257318861763068,0.999999999953486,"FALSE",2.86686252072903,1.51947272236077,0.000278138378776863,"TRUE",3.42663276208942,2630.60329328265,2200.87138366699,6309.59568277995
"M619T767",619.285885116836,766.555,2.06994021412255,1.04958909910889,0.018742731927809,"TRUE",-1.65308673599898,-0.725162423548988,0.0293043804889606,"FALSE",3.42179071227687,2916.82253592355,6037.64826456706,3652.34813944499
"M655T479",655.38920325718,478.694,-1.07400767253555,-0.103004299738085,0.999999999953486,"FALSE",3.18124094461014,1.66958964456841,0.0435868522442083,"TRUE",3.41667718269554,3742.10272216797,3484.24207560221,11084.2135518392
"M865T356_2",865.389543312839,355.962,1.32582446386514,0.406889778561321,0.999999999953486,"FALSE",-2.56945060406491,-1.36145991758164,0.0102161869320072,"TRUE",3.40664046956233,9845.3935546875,13053.2636311849,5080.17691040039
"M365T329",365.179145592499,328.9545,-1.25522560388818,-0.327946685578119,0.999999999953486,"FALSE",2.7134332586097,1.44011942363997,0.000740127216842888,"TRUE",3.40597090064863,2589.3871547154,2062.88586425781,5597.50311279297
"M495T459_3",495.303594458671,458.953,-1.30953327345466,-0.389052717067799,0.999999999953486,"FALSE",2.59619255490127,1.37639738938444,0.00113438248338947,"TRUE",3.39980053493848,8737.8686000279,6672.50598144531,17323.1103515625
"M239T313_1",239.011670651627,313.329,-1.03923955078788,-0.0555282422107368,0.999999999953486,"FALSE",3.2641139853709,1.70669143820953,0.00029551217947387,"TRUE",3.39219635187728,3560.380859375,3425.94819132487,11182.6854044596
"M754T461_1",753.974234100457,460.895,-1.30920687044474,-0.388693078478006,0.999999999953486,"FALSE",2.58814944519909,1.37192092398528,0.000556329805997291,"TRUE",3.38842303539238,3383.25315638951,2584.20058186849,6688.29730224609
"M220T85_3",220.138538754095,84.836,1.59319500305055,0.671922859905435,0.207646709598164,"FALSE",-2.12643480128925,-1.08843662110585,0.00241468515713241,"TRUE",3.38782529972682,4168.10940987723,6640.61108398438,3122.88487752279
"M150T333",150.026403096232,333.179,-1.08284410522422,-0.11482555614204,0.999999999953486,"FALSE",3.12343513717295,1.64313357048273,0.0342759347201536,"TRUE",3.38219332633794,4473.56508527483,4131.31037394206,12903.8799845378
"M427T419_3",427.257696656696,419.168,-1.20895717576095,-0.273763141682545,0.999999999953486,"FALSE",2.79662466136294,1.48368664082648,0.000574322733850588,"TRUE",3.38099945226477,4303.12724958147,3559.37111409505,9954.22503662109
"M272T360",272.12321532209,359.551,-1.24146561042939,-0.312044298284675,0.999999999953486,"FALSE",2.71657745303952,1.44179018064556,0.00873707247558542,"TRUE",3.37253748601642,5853.05983189174,4714.63710530599,12807.6768595378
"M372T385",372.259979948497,385.477,1.24915677495195,0.320954553208402,0.999999999953486,"FALSE",-2.68862925739065,-1.42687083167062,0.010615462855211,"TRUE",3.35851945220357,12175.2682059152,15208.818766276,5656.71846516927
"M624T389",624.452693808326,389.489,-1.27894929908946,-0.354959073131178,0.999999999953486,"FALSE",2.62285107637953,1.39113589472903,4.45510307885669e-06,"TRUE",3.35449354575165,2646.50528390067,2069.28084309896,5427.41548665365
"M663T423_2",663.333509539581,423.218,1.39457401743271,0.479824507868732,0.999999999953486,"FALSE",-2.40486568063664,-1.26595631715915,0.0482642843375767,"TRUE",3.35376319363148,8705.53402273996,12140.5115559896,5048.31170145671
"M271T359",271.119128567025,359.341,-1.26165569513764,-0.335318253672666,0.999999999953486,"FALSE",2.64773430245691,1.40475835637471,0.0169335862449509,"TRUE",3.34052906190603,39855.0141601562,31589.4536946615,83640.4801432292
"M331T959",331.284736143408,959.1135,1.48921900372129,0.574555931454853,0.999999999953486,"FALSE",-2.2404216009535,-1.16377024316325,0.0430218426575336,"TRUE",3.33647842448763,15323.4907924107,22820.0336914062,10185.5979614258
"M344T782",344.316312006284,782.064,1.4937994705005,0.578986491947895,0.849553629898153,"FALSE",-2.23264185816279,-1.158751844581,0.0176804597692744,"TRUE",3.33511922554081,7334.10806710379,10955.6867472331,4907.05067952474
"M167T162",167.07904064696,162.096,-1.39595365492565,-0.481251045473919,0.999999999953486,"FALSE",2.38816592534772,1.25590307586582,0.04390350228081,"TRUE",3.33376895205805,4575.96166992188,3278.01833089193,7828.4516805013
"M537T797",537.268317976926,796.521,1.06747850892833,0.0942070249983423,0.999999999953486,"FALSE",-3.12261079976151,-1.64275276396468,0.0124199832961782,"TRUE",3.33331992049291,23665.483328683,25262.3948567708,8090.15163167318
"M487T783",487.094119036467,782.7365,-1.06052066066222,-0.0847727271811309,0.999999999953486,"FALSE",-3.13670506610552,-1.64924988376536,0.00402154635840213,"TRUE",3.32654052900876,12499.2437308175,11785.9502360026,3757.43016560872
"M866T356_1",865.891672663573,355.983,1.28206773782303,0.358472488508661,0.999999999953486,"FALSE",-2.58734614248194,-1.37147307475576,0.0167430830366182,"TRUE",3.31715301585695,6267.68397739955,8035.59541829427,3105.72879536947
"M636T925",636.132108893936,925.147,-1.33791615383879,-0.419987706240006,0.999999999953486,"FALSE",-2.46886305122674,-1.30384681185707,0.0407433196243879,"TRUE",3.30313175785197,6921.92314365932,5173.65989176432,2095.56374104818
"M563T861",563.1092708761,860.966,-1.216308284799,-0.282508939786029,0.999999999953486,"FALSE",-2.71561526141477,-1.44127909822529,0.00871311040837881,"TRUE",3.30302534078539,8122.24518694196,6677.78497314453,2459.03205362956
"M296T352",296.133062162324,351.6865,1.44558192863296,0.531650376150121,0.0288903095131762,"FALSE",-2.27855126722422,-1.18811683145123,4.22828113977072e-06,"TRUE",3.29383253536307,9432.93108258929,13636.0747070312,5984.5371500651
"M540T389_2",539.893874490616,389.439,-1.3070039364199,-0.386263486232745,0.999999999953486,"FALSE",2.51751214852035,1.33199874012591,0.0365903508519017,"TRUE",3.29039828810101,13787.9361921038,10549.2690633138,26557.9130249023
"M119T64",119.034693880659,63.83,-1.09001057194494,-0.124342127679785,0.999999999953486,"FALSE",-3.00939878362905,-1.58947529478807,0.00342280293826922,"TRUE",3.28027648935389,11143.5129394531,10223.3072102865,3397.12611897786
"M497T432",496.824749404531,432.0015,-1.12287809711965,-0.167201313110717,0.999999999953486,"FALSE",2.91996191005631,1.54594954974526,2.2217270752474e-05,"TRUE",3.27876127322587,3498.14109584263,3115.33469645182,9096.65865071615
"M408T419",407.75453732645,419.276,-1.12391338092701,-0.168530852531791,0.999999999953486,"FALSE",2.91403670315633,1.54301904868868,0.000139292403493094,"TRUE",3.27512484318982,2884.70929609026,2566.66514078776,7479.35642496745
"M170T90_2",170.038714735849,89.632,-1.04996222655912,-0.0703374264284606,0.999999999953486,"FALSE",-3.11371577015761,-1.63863725665228,0.0433316219756561,"TRUE",3.26928394290694,140837.281040737,134135.569335938,43078.9382324219
"M263T607",263.057049785907,607.135,1.40153750664372,0.487010352950396,0.651167861843922,"FALSE",-2.32932169404008,-1.2199098986071,0.00131552223210254,"TRUE",3.26463171923605,5651.67093331473,7921.0287882487,3400.57314046224
"M504T147",503.855870827605,147.3935,-1.42164004197739,-0.507556222064945,0.999999999953486,"FALSE",2.29277849343901,1.19709698210871,0.00485363036286939,"TRUE",3.2595057136575,3513.5210484096,2471.45616658529,5666.50154622396
"M271T135_1",270.962166227281,134.89,-1.57884494648249,-0.658869495501743,0.999999999953486,"FALSE",2.06017409047617,1.04276625432816,0.0307865509773322,"TRUE",3.25269545162246,14251.7735421317,9026.70878092448,18596.5915527344
"M412T482",412.253410602391,482.128,-1.14632291783378,-0.19701350686397,0.999999999953486,"FALSE",2.81579260995293,1.49354107985213,0.000282025292893871,"TRUE",3.22780760065603,2042.51571219308,1781.7978515625,5017.1732228597
"M444T436",444.350354614352,435.614,1.20769850879321,0.272260343606437,0.999999999953486,"FALSE",-2.66733663573218,-1.41539991414762,0.0461228103468222,"TRUE",3.22133847742326,4277.3628452846,5165.76472981771,1936.67520650228
"M261T221",260.975650041794,220.7235,-1.13662106465228,-0.18475135777777,0.999999999953486,"FALSE",2.82684983065506,1.49919524562979,0.000188398132783433,"TRUE",3.21305706413126,3169.97611781529,2788.94718424479,7883.93487548828
